uri,type,topConceptOf,inScheme,prefLabel,notation,definition,variabele,drager,Parameter Drager Omschrijving,waardebepaling,Parameter Soort Waardebepaling Omschrijving,Parameter Soort Waardebepaling Type Code,Parameter Soort Waardebepaling Type Omschrijving
conceptscheme:parameter,skos:ConceptScheme,,,conceptschema parameter,,,,,,,,,
conceptscheme:waardebepaling,skos:ConceptScheme,,,conceptschema waardebepaling,,,,,,,,,
conceptscheme:drager,skos:ConceptScheme,,,conceptschema drager,,,,,,,,,
P_894,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzo(a)anthraceen,B(a)A,Benzo(a)anthraceen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DXBHBZVCASKNBY-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_941,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,4,4'-Trichloorbifenyl (PCB28)",PCB 28,"2,4,4'-Trichloorbifenyl (PCB28)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BZTYNSQSZHARAZ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_811,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trichloormethaan,TCMa,Trichloormethaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HEDRZPFGACZZDS-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1306,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Polybroomdifenylether,BDE,Polybroomdifenylether,https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/bde,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1016,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Uranium,U t,"Uranium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JFALSRSLKYAFGM-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_2052,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,= PFOStotaal - PFOS,PFOS vertakt,= PFOStotaal - PFOS,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YFSUTJLHUFNCNZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1234,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Simazine,Simaz,Simazine,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ODCWYMIRDDJXKW-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_807,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trichlooretheen,TCEe,Trichlooretheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XSTXAVWGXDQKEL-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_589,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Atrazine,Atraz,Atrazine,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MXWJVTOOROXGIU-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_441,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg t,"Kwik, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_2,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,alfa+beta+gamma+delta Hexachloorcyclohexaan,a+b+d+gHCHS,alfa+beta+gamma+delta Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_141,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,4,4'-Trichloorbifenyl (PCB28)",PCB 28 o,"2,4,4'-Trichloorbifenyl (PCB28), opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BZTYNSQSZHARAZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_905,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chryseen,Chr,Chryseen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WDECIBYCCFPHNR-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_914,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Naftaleen,Naft,Naftaleen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/UFWIBTONFRDIAS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_608,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chemisch zuurstofverbruik,CZV,Chemisch zuurstofverbruik,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/0040,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1855,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Koper,Cu mt,"Koper, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RYGMFSIKBFXOCR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_416,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Beryllium,Be o,"Beryllium, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATBAMAFKBVZNFJ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1859,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Ijzer,Fe mt,"Ijzer, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XEEYBQQBJWHFJM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1004,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Acenaftyleen,Acenaftyl,Acenaftyleen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HXGDTGSAIMULJN-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_314,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Cyaniden,CN- t,"Cyaniden, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XFXPMWWXUTWYJX-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_429,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chroom,Cr o,"Chroom, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/VYZAMTAEIAYCRO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_140,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',3,4,4',5,5'-Heptachloorbifenyl (PCB180)",PCB 180 o,"2,2',3,4,4',5,5'-Heptachloorbifenyl (PCB180), opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WBHQEUPUMONIKF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_893,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzo(a)anthraceen,B(a)A,Benzo(a)anthraceen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DXBHBZVCASKNBY-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_542,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Hexachloorbenzeen,HCBz,Hexachloorbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CKAPSXZOOQJIBF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1017,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Uranium,U t,"Uranium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JFALSRSLKYAFGM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1249,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,bis-(2-ethylhexyl)-ftalaat,b2EyHyFt,bis-(2-ethylhexyl)-ftalaat,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BJQHLKABXJIVAM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_819,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Azinfos-methyl,AzinfosMy,Azinfos-methyl,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CJJOSEISRRTUQB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_571,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Pentachloorfenol,PCFol,Pentachloorfenol,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IZUPBVBPLAPZRR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_781,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,4-Chloorfenol,4CFol,4-Chloorfenol,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WXNZTHHGJRFXKQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_2010,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Chroom, zeswaardig",Cr6+ t,"Chroom, zeswaardig, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JOPOVCBBYLSVDA-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_1946,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Lood,Pb mo,"Lood, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WABPQHHGFIMREM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_436,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kobalt,Co o,"Kobalt, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GUTLYIVDDKVIGB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_925,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,4',5,5'-Hexachloorbifenyl (PCB153)",PCB 153,"2,2',4,4',5,5'-Hexachloorbifenyl (PCB153)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MVWHGTYKUMDIHL-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_533,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Heptachloor,HpC,Heptachloor,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FRCCEHPWNOQAEU-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1864,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg mt,"Kwik, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1956,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Seleen,Se mo,"Seleen, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BUGBHKTXTAQXES-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_1466,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Perfluoroctaanzuur (PFOA),PFOA,Perfluoroctaanzuur (PFOA),https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SNGREZUHAYWORS-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_1960,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Strontium,Sr mo,"Strontium, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CIOAGBVUUVVLOB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_439,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg,Kwik,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_545,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Hexachloorbutadieen,HCBdn,Hexachloorbutadieen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RWNKSTSCBHKHTB-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_485,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zink,Zn t,"Zink, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCHKCACWOHOZIP-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1241,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Ijzer,Fe t,"Ijzer, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XEEYBQQBJWHFJM-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_209,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Titaan,Ti t+,"Titaan, totaal incl. oxiden",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RTAQQCXQSZGOHL-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_26,totaal incl. oxiden,,
P_934,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',5,5'-Tetrachloorbifenyl (PCB52)",PCB 52,"2,2',5,5'-Tetrachloorbifenyl (PCB52)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCWZEPKLWVAEOV-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_479,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zilver,Ag,Zilver,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BQCADISMDOOEFD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_704,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,2,4-Trichloorbenzeen",124CBz,"1,2,4-Trichloorbenzeen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PBKONEOXTCPAFI-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_483,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zink,Zn,Zink,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCHKCACWOHOZIP-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1966,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Thallium,Tl mo,"Thallium, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BKVIYDNLLOSFOA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_1937,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Magnesium,Mg mo,"Magnesium, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLVVSXFLKOJNIY-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_544,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Hexachloorbenzeen,HCBz,Hexachloorbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CKAPSXZOOQJIBF-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1901,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Uranium,U mt,"Uranium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JFALSRSLKYAFGM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_413,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Barium,Ba t,"Barium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_459,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Seleen,Se t,"Seleen, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BUGBHKTXTAQXES-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_1156,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kalium,K t,"Kalium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZLMJMSJWJFRBEC-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1368,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Asbest,Asbest,Asbest,https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/asbest,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_505,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Isopropylbenzeen,iPyBz,Isopropylbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RWGFKTVRMDUZSP-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_495,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzeen,Benzeen,Benzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/UHOVQNZJYSORNB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_936,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",PCB 118,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IUTPYMGCWINGEY-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_911,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Indeno(1,2,3-cd)pyreen",IP,"Indeno(1,2,3-cd)pyreen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SXQBHARYMNFBPS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_898,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzo(b)fluorantheen,B(b)Flu,Benzo(b)fluorantheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FTOVXSOBNPWTSH-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1155,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kalium,K t,"Kalium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZLMJMSJWJFRBEC-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_481,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zilver,Ag t,"Zilver, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BQCADISMDOOEFD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_762,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,2-Chloorfenol,2CFol,2-Chloorfenol,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ISPYQTSUDJAMAB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1090,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chloorpyrifos-ethyl,CpfosEy,Chloorpyrifos-ethyl,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SBPBAQFWLVIOKP-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1878,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fosfor,P mt,"Fosfor, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OAICVXFJPJFONN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1959,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tin,Sn mo,"Tin, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATJFFYVFTNAWJD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_711,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,2-Dichlooretheen",12CEe,"1,2-Dichlooretheen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KFUSEUYYWQURPO-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_798,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Dichloormethaan,DCMa,Dichloormethaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YMWUJEATGCHHMB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_907,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Dibenzo(a,h)anthraceen",dBz(ah)An,"Dibenzo(a,h)anthraceen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LHRCREOYAASXPZ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1151,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Magnesium,Mg t,"Magnesium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLVVSXFLKOJNIY-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_448,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Mangaan,Mn,Mangaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PWHULOQIROXLJO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_411,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Barium,Ba,Barium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_697,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Ethyleenoxide,EyO,Ethyleenoxide,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IAYPIBMASNFSPL-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1931,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg mo,"Kwik, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_447,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Lood,Pb t,"Lood, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WABPQHHGFIMREM-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_889,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Acenafteen,Acenaft,Acenafteen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CWRYPZZKDGJXCA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1987,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Ijzer,MUC-Fe o,"Ijzer, MUC project opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XEEYBQQBJWHFJM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_68,MUC project opgelost,,
P_301,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Orthofosfaat,oPO4,Orthofosfaat,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NBIIXXVUZAFLBC-UHFFFAOYSA-K,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1890,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Silicium,Si mt,"Silicium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XUIMIQQOPSSXEZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_276,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Polyaromatische KWS (16 EPA),PAK 16,Polyaromatische KWS (16 EPA),https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/pak_16,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_801,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tetrachlooretheen,TtCEe,Tetrachlooretheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CYTYCFOTNPOANT-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_286,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Hexachloorcyclohexaan, alle isomeren",HCH,"Hexachloorcyclohexaan, alle isomeren",https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/hch,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_473,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Titaan,Ti t,"Titaan, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RTAQQCXQSZGOHL-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_912,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Indeno(1,2,3-cd)pyreen",IP,"Indeno(1,2,3-cd)pyreen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SXQBHARYMNFBPS-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1957,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Silicium,Si mo,"Silicium, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XUIMIQQOPSSXEZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_432,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Chroom, zeswaardig",Cr6+,"Chroom, zeswaardig",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JOPOVCBBYLSVDA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_480,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zilver,Ag o,"Zilver, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BQCADISMDOOEFD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1292,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Cyaniden,CN- ncox,"Cyaniden, niet-chloor oxydeerbaar",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XFXPMWWXUTWYJX-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_23,niet-chloor oxydeerbaar per droge stof,DS,per droge stof
P_920,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',3,4,4',5'-Hexachloorbifenyl (PCB138)",PCB 138,"2,2',3,4,4',5'-Hexachloorbifenyl (PCB138)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RPUMZMSNLZHIGZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
